SGD, 0.0
01/08/22, 1.38018
02/08/22, 1.37968
03/08/22, 1.38128
04/08/22, 1.37547
05/08/22, 1.38146
06/08/22, 1.38183
07/08/22, 1.38104
08/08/22, 1.37866
09/08/22, 1.37906
10/08/22, 1.36909
11/08/22, 1.36883
12/08/22, 1.37108
